OverallQual,BedroomAbvGr,YearRemodAdd,YrSold,Target
5,6,1969,2009,12.029060495666322
5,2,1997,2007,11.887142487903466
7,2,2002,2007,12.723208430764092
7,4,2000,2006,12.360191997147428
7,3,2003,2010,12.018543192984659
5,2,1950,2008,11.678439903447801
8,2,2000,2007,11.838264152296945
5,3,1972,2007,11.230001781957093
7,3,2005,2010,12.093488008017985
5,3,1967,2010,11.978448422800781
6,3,1963,2009,11.726228012201853
7,4,1950,2010,12.542931794602893
6,3,2004,2009,11.973509872299472
6,3,1976,2006,12.32691829322878
6,3,1978,2009,12.112270014482025
8,2,2000,2009,12.406280095793571
5,2,2002,2007,10.95174264256609
4,3,1970,2009,11.732060994886899
6,3,1977,2010,11.75245616448355
7,3,2002,2010,12.383380419264236
5,2,1950,2006,11.732808516691666
8,3,2004,2006,11.879032896197694
6,3,1950,2009,12.077724069962885
6,3,1959,2006,11.755057629052386
7,3,1991,2009,12.634675654234918
5,3,1965,2008,11.646238507900804
8,3,2006,2006,12.553069517846879
6,1,2003,2009,12.07527454164202
7,3,1998,2009,11.999516299404286
6,2,1977,2009,11.981744201952523
2,1,1950,2006,6.007080807085217
6,3,1974,2009,11.772214728662416
8,3,1999,2009,12.826977062853198
6,3,1950,2009,11.84829770533517
7,4,1990,2006,12.612740250901346
7,2,2006,2010,12.045664176494581
6,2,1950,2007,11.328989417025959
6,2,1959,2006,11.350189825178479
6,3,1994,2007,11.915350622842226
6,2,2005,2006,11.608235644774552
8,2,1996,2006,12.356387042489661
6,3,1967,2009,12.191520199183566
6,3,1981,2006,11.72926016936726
2,1,1950,2009,11.444059121136897
5,4,2002,2010,11.600058635486215
7,2,2004,2006,12.503931949362457
6,4,1978,2007,11.780090209454686
5,3,1956,2010,11.76756768334381
7,3,1992,2007,12.203763632921287
7,3,2000,2007,11.81060543615051
4,3,1995,2007,11.724805824005728
8,3,2007,2009,12.41329248933592
7,3,2007,2009,12.154964931563468
7,3,1992,2010,11.955105021262542
5,3,1959,2006,12.069803096200266
5,3,1959,2006,11.500423832162301
6,2,1998,2006,12.148745989975797
6,1,2004,2008,11.881034786534624
5,3,1957,2008,11.630708500626612
7,2,2007,2009,12.257874610301435
7,4,2005,2007,12.2783933071098
9,3,2006,2007,12.936783518475496
7,3,1976,2007,12.195517131590657
6,1,2004,2008,12.080760316880289
6,3,1998,2009,12.285746933470726
5,4,1950,2006,11.855225803776436
5,3,1987,2009,11.513653489022964
6,3,1950,2008,11.943121190570695
6,2,1977,2010,11.755871643580617
7,2,2007,2008,12.184240040030847
7,3,1950,2010,11.573043667981416
5,3,1967,2006,11.5222270332188
6,4,1976,2008,11.864584506672886
5,3,2006,2008,11.630688249892598
5,4,1999,2008,11.430491440334194
8,4,2006,2007,12.416701069805423
6,2,1972,2006,11.456355113481834
4,2,1951,2006,11.84087901005047
7,3,2007,2008,12.395229978266547
6,2,1976,2009,12.087552541248252
7,3,1998,2007,12.154516158615772
4,3,1950,2010,9.971541510545372
6,1,1969,2006,11.879018693667236
7,3,2002,2008,12.143411355754196
4,1,1950,2009,10.75690030634266
8,3,2007,2007,12.674993333215019
6,3,1957,2008,11.786155001977981
5,3,1974,2006,12.227651208999589
5,3,1960,2007,11.429742425643989
7,2,2007,2009,12.178187442040638
4,3,1960,2008,12.081154259675873
7,3,2001,2009,12.421688835219749
6,3,1950,2006,11.79810440720389
5,2,1950,2008,11.322619248481141
9,2,2008,2009,12.54605011187198
