MSSubClass,LotFrontage,LotArea,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,Magic,Target
20,100.0,10175,2,3,2,6,5,1964,1964,272.0,3,3,3.0,3.0,1.0,3.0,490,0.0,0,935,1425,4,4.0,1425,0,0,1425,0,0,2,0,3,1,3,7,7,1,4.0,2.0,2,576,3.0,3.0,2,0,0,0,407,0,0,0.0,0.0,0,7,2008,-1,11.88151024359692
60,86.0,14598,2,3,2,6,5,2007,2007,74.0,4,3,4.0,3.0,2.0,0.0,0,0.0,0,894,894,5,4.0,894,1039,0,1933,0,0,2,1,4,1,4,9,7,1,4.0,3.0,3,668,3.0,3.0,2,100,18,0,0,0,0,0.0,0.0,0,1,2008,0,12.273731294003989
60,67.7156862745098,9900,3,3,2,7,5,1968,1968,342.0,3,3,3.0,3.0,1.0,3.0,552,0.0,0,280,832,4,4.0,1098,880,0,1978,0,0,2,1,4,1,3,9,7,1,4.0,2.0,2,486,3.0,3.0,2,0,43,0,0,0,0,0.0,4.0,0,4,2008,-1,11.867259980575461
20,80.0,8546,3,3,2,4,5,2003,2004,0.0,3,3,4.0,3.0,1.0,0.0,0,0.0,0,1121,1121,5,4.0,1121,0,0,1121,0,0,2,0,2,1,3,5,7,0,0.0,2.0,2,440,3.0,3.0,2,132,64,0,0,0,0,0.0,0.0,0,3,2010,1,12.07458366496344
20,80.0,11600,3,3,2,6,5,1960,1960,175.0,3,3,3.0,3.0,1.0,2.0,565,0.0,0,818,1383,3,4.0,1383,0,0,1383,0,0,1,1,3,1,3,7,7,0,0.0,2.0,1,292,3.0,3.0,2,0,45,0,0,0,0,0.0,0.0,0,4,2006,-1,11.60329927461394
60,84.03980099502488,9765,1,3,2,6,8,1993,1993,68.0,5,4,4.0,4.0,1.0,4.0,310,0.0,0,370,680,4,4.0,680,790,0,1470,0,0,2,1,3,1,3,6,7,1,3.0,3.0,2,420,3.0,3.0,2,232,63,0,0,0,0,0.0,0.0,480,4,2009,-1,11.928100049503591
20,71.0,9520,2,3,2,8,5,2007,2008,338.0,4,3,4.0,3.0,4.0,5.0,1513,0.0,0,125,1638,5,4.0,1646,0,0,1646,1,0,2,0,3,1,4,7,7,1,4.0,2.0,3,800,3.0,3.0,2,192,44,0,0,0,0,0.0,0.0,0,4,2008,-1,12.45932116575568
20,80.0,10000,3,3,2,5,6,1973,2000,0.0,3,3,4.0,3.0,1.0,3.0,1084,0.0,0,92,1176,4,4.0,1178,0,0,1178,0,1,1,1,3,1,4,5,7,1,2.0,1.0,2,439,3.0,3.0,2,224,0,0,0,0,0,0.0,3.0,0,11,2008,1,12.17098056760763
20,68.0,7922,3,3,2,5,7,1953,2007,0.0,3,4,3.0,3.0,1.0,5.0,731,0.0,0,326,1057,3,4.0,1057,0,0,1057,1,0,1,0,3,1,4,5,7,0,0.0,1.0,1,246,3.0,3.0,2,0,52,0,0,0,0,0.0,0.0,0,1,2010,0,11.59910316121128
20,80.0,8400,3,3,2,6,9,1962,2005,237.0,4,4,3.0,3.0,1.0,0.0,0,0.0,0,1319,1319,3,4.0,1537,0,0,1537,1,0,1,1,3,1,4,7,7,1,4.0,2.0,2,462,3.0,3.0,2,0,36,0,0,0,0,0.0,4.0,0,7,2008,-1,11.836343311092644
160,59.91111111111111,5062,2,3,2,7,5,1984,1984,0.0,4,3,4.0,3.0,2.0,5.0,828,1.0,182,180,1190,4,4.0,1190,900,0,2090,1,0,2,0,3,1,4,6,6,1,3.0,3.0,2,577,3.0,3.0,2,219,0,0,0,0,0,0.0,0.0,0,9,2007,-1,12.065212335070706
120,43.0,3010,3,3,2,7,5,2005,2006,16.0,4,3,4.0,3.0,3.0,5.0,16,0.0,0,1232,1248,5,4.0,1248,0,0,1248,0,0,2,0,2,1,4,5,7,0,0.0,3.0,2,438,3.0,3.0,2,108,0,0,0,0,0,0.0,0.0,0,3,2006,1,12.217615144544252
60,84.03980099502488,11170,1,3,2,7,5,1990,1991,0.0,3,3,4.0,3.0,1.0,1.0,1216,0.0,0,0,1216,5,4.0,1298,1216,0,2514,0,0,2,1,4,1,3,8,7,0,0.0,3.0,2,693,3.0,3.0,2,0,0,0,0,0,0,0.0,4.0,0,4,2006,-1,12.282980866322957
60,70.0,8400,3,3,2,8,6,2001,2001,0.0,4,3,4.0,3.0,1.0,5.0,643,0.0,0,167,810,5,4.0,810,855,0,1665,1,0,2,1,3,1,4,6,7,0,0.0,3.0,2,528,3.0,3.0,2,0,45,0,0,0,0,0.0,0.0,0,11,2009,-1,12.168833743944484
20,47.0,12416,2,3,2,6,5,1986,1986,132.0,3,3,4.0,2.0,1.0,4.0,1398,1.0,208,0,1606,3,4.0,1651,0,0,1651,1,0,2,0,3,1,3,7,5,1,3.0,3.0,2,616,3.0,3.0,2,192,0,0,0,0,0,0.0,0.0,0,11,2008,0,12.122691036591123
120,34.0,5381,2,3,2,6,5,2005,2005,135.0,4,3,4.0,3.0,3.0,4.0,900,0.0,0,406,1306,5,4.0,1306,0,0,1306,1,0,2,0,1,1,4,5,7,1,4.0,2.0,2,624,3.0,3.0,2,170,63,0,0,0,0,0.0,0.0,0,8,2009,1,12.357436278110258
20,67.7156862745098,8246,2,3,2,5,8,1968,2001,0.0,3,4,3.0,3.0,2.0,2.0,188,4.0,668,204,1060,5,4.0,1060,0,0,1060,1,0,1,0,3,1,4,6,7,1,3.0,1.0,1,270,3.0,3.0,2,406,90,0,0,0,0,0.0,3.0,0,5,2010,-1,11.691442984952987
60,85.0,10625,3,3,2,7,5,2005,2005,0.0,4,3,4.0,3.0,1.0,0.0,0,0.0,0,1026,1026,5,4.0,1026,932,0,1958,0,0,2,1,3,1,4,9,7,1,4.0,3.0,3,936,3.0,3.0,2,154,210,0,0,0,0,0.0,0.0,0,7,2008,0,12.429216196844383
50,60.0,10320,3,3,2,6,7,1906,1995,0.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,756,756,5,4.0,756,713,0,1469,0,0,1,0,3,1,3,7,7,0,0.0,1.0,1,216,3.0,3.0,2,57,0,239,0,0,0,0.0,3.0,0,6,2008,1,12.041970765647518
50,50.0,5000,3,3,2,6,7,1947,1950,0.0,3,4,3.0,3.0,1.0,4.0,399,0.0,0,605,1004,5,4.0,1004,660,0,1664,0,0,2,0,3,1,3,7,7,2,4.0,1.0,2,420,3.0,3.0,2,0,24,36,0,0,0,0.0,0.0,0,10,2006,0,11.976659481202368
60,110.0,13688,2,3,2,9,5,2003,2004,664.0,4,3,5.0,3.0,3.0,5.0,1016,0.0,0,556,1572,5,4.0,1572,1096,0,2668,1,0,2,1,3,1,5,10,7,2,4.0,3.0,3,726,3.0,3.0,2,400,0,0,0,0,0,0.0,0.0,0,3,2008,1,13.01318912001124
120,53.0,4043,3,3,2,6,6,1977,1977,0.0,3,3,4.0,3.0,1.0,4.0,559,0.0,0,510,1069,3,4.0,1069,0,0,1069,0,0,2,0,2,1,3,4,7,0,0.0,2.0,2,440,3.0,3.0,2,0,55,0,0,200,0,0.0,0.0,0,10,2008,1,12.069083939354671
120,50.0,5119,2,3,2,9,5,1999,2000,60.0,4,3,5.0,3.0,3.0,5.0,1238,0.0,0,460,1698,5,4.0,1709,0,0,1709,1,0,2,0,2,1,4,5,7,1,3.0,3.0,2,506,3.0,3.0,2,97,65,0,0,0,0,0.0,0.0,0,1,2008,1,12.807499636962957
60,65.0,9313,2,3,2,7,5,2004,2004,0.0,4,3,4.0,3.0,1.0,0.0,0,0.0,0,864,864,5,4.0,864,864,0,1728,0,0,2,1,3,1,4,7,7,0,0.0,2.0,2,572,3.0,3.0,2,187,56,0,0,0,0,0.0,0.0,0,4,2009,1,12.328213686754756
70,66.0,6858,3,3,2,6,4,1915,1950,0.0,3,3,4.0,3.0,1.0,0.0,0,0.0,0,806,806,3,2.0,841,806,0,1647,1,0,1,1,4,1,2,6,7,0,0.0,1.0,1,216,3.0,3.0,2,0,66,136,0,0,0,0.0,0.0,0,5,2010,0,11.759785542901755
60,60.0,21930,0,3,2,5,5,2005,2005,0.0,4,3,4.0,4.0,3.0,0.0,0,0.0,0,732,732,5,4.0,734,1104,0,1838,0,0,2,1,4,1,3,7,7,1,4.0,3.0,2,372,3.0,3.0,2,100,40,0,0,0,0,0.0,0.0,0,7,2006,1,12.342333715387108
70,55.0,8525,3,3,2,5,6,1911,1950,0.0,3,3,3.0,3.0,3.0,0.0,0,0.0,0,940,940,3,3.0,1024,940,0,1964,0,0,1,1,4,1,3,7,7,0,0.0,0.0,0,0,0.0,0.0,0,0,192,0,0,0,0,0.0,0.0,0,11,2008,-1,11.475948184426715
75,53.0,7128,3,3,2,7,5,1941,1950,0.0,3,4,3.0,3.0,1.0,2.0,364,0.0,0,554,918,4,4.0,918,728,0,1646,0,0,2,0,4,1,3,7,7,2,4.0,1.0,1,240,3.0,3.0,2,0,0,0,0,126,0,0.0,3.0,0,8,2007,0,12.007621706806335
160,24.0,1300,3,3,2,6,6,1980,1980,0.0,3,3,4.0,3.0,1.0,4.0,285,0.0,0,276,561,3,4.0,561,668,0,1229,0,0,1,1,2,1,3,5,7,1,3.0,3.0,2,462,3.0,3.0,2,150,0,0,0,0,0,0.0,4.0,0,5,2009,0,11.728036844587175
20,84.03980099502488,15870,2,3,2,5,5,1969,1969,0.0,3,3,3.0,3.0,2.0,3.0,75,2.0,791,230,1096,5,4.0,1096,0,0,1096,1,0,1,0,3,1,3,6,7,0,0.0,3.0,1,299,3.0,3.0,2,240,32,0,0,0,0,0.0,0.0,0,3,2006,-1,11.554966779016551
75,60.0,10800,3,3,2,7,7,1914,1970,0.0,3,3,4.0,3.0,2.0,2.0,390,0.0,0,490,880,2,4.0,880,888,0,1768,0,0,1,1,2,1,3,6,7,2,3.0,1.0,2,320,3.0,3.0,0,0,341,0,0,0,0,0.0,0.0,0,10,2006,1,12.18738621866883
60,67.7156862745098,17542,2,3,2,7,7,1974,2003,0.0,4,3,3.0,3.0,4.0,1.0,125,4.0,1031,36,1192,3,4.0,1516,651,0,2167,1,0,2,1,3,1,4,9,7,2,4.0,2.0,2,518,3.0,3.0,2,220,47,0,0,0,0,0.0,3.0,0,7,2007,-1,12.463304994090622
60,84.03980099502488,9303,2,3,2,6,5,1996,1997,42.0,4,3,5.0,3.0,1.0,4.0,742,0.0,0,130,872,5,4.0,888,868,0,1756,1,0,2,1,3,1,3,7,7,0,0.0,3.0,2,422,3.0,3.0,2,144,122,0,0,0,0,0.0,0.0,0,7,2007,-1,12.043469748073868
120,50.0,8012,3,3,2,6,5,1980,1980,0.0,3,3,4.0,3.0,1.0,3.0,543,3.0,119,261,923,3,4.0,923,0,0,923,0,0,2,0,2,1,3,5,7,1,3.0,2.0,1,264,3.0,3.0,2,80,0,0,0,0,0,0.0,0.0,0,5,2010,1,12.096657002808204
90,72.0,10791,3,3,2,4,5,1967,1967,0.0,3,3,0.0,0.0,0.0,0.0,0,0.0,0,0,0,3,4.0,1296,0,0,1296,0,0,2,0,2,2,3,6,7,0,0.0,1.0,2,516,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,500,10,2006,-1,10.90935849136492
20,67.7156862745098,6173,2,3,2,5,6,1967,1967,75.0,3,3,3.0,3.0,1.0,5.0,599,0.0,0,277,876,3,4.0,902,0,0,902,0,0,1,0,3,1,3,6,7,0,0.0,1.0,1,288,3.0,3.0,2,0,0,0,0,0,0,0.0,3.0,0,8,2007,1,11.986228300986527
180,21.0,1596,3,3,2,4,5,1973,1973,0.0,3,3,4.0,3.0,4.0,5.0,462,0.0,0,0,462,3,4.0,526,462,0,988,1,0,1,0,2,1,3,5,7,0,0.0,1.0,1,297,3.0,3.0,2,120,101,0,0,0,0,0.0,2.0,0,11,2009,1,11.750539038753038
80,59.91111111111111,10246,2,3,2,4,9,1965,2001,0.0,3,4,3.0,4.0,3.0,5.0,648,0.0,0,0,648,5,4.0,960,0,0,960,1,1,0,0,0,1,3,3,7,0,0.0,1.0,1,364,3.0,3.0,2,88,0,0,0,0,0,0.0,0.0,0,5,2006,1,12.093777791517198
20,65.0,8775,3,3,2,5,5,1994,1994,0.0,3,3,4.0,3.0,1.0,5.0,495,0.0,0,495,990,4,4.0,990,0,0,990,0,0,1,0,3,1,3,5,7,0,0.0,1.0,1,299,3.0,3.0,2,0,64,0,0,0,0,0.0,0.0,0,4,2007,-1,11.423308315841155
20,70.0,7535,2,3,2,5,7,1958,1985,0.0,3,3,3.0,3.0,1.0,3.0,111,1.0,279,522,912,2,4.0,912,0,0,912,0,1,1,0,2,1,3,5,7,0,0.0,3.0,1,297,3.0,3.0,2,12,285,0,0,0,0,0.0,1.0,480,6,2007,-1,11.366543857785741
160,34.0,3604,3,3,2,7,5,2007,2007,0.0,4,3,4.0,3.0,1.0,0.0,0,0.0,0,689,689,5,4.0,703,689,0,1392,0,0,2,0,2,1,4,5,7,0,0.0,1.0,2,540,3.0,3.0,2,0,102,0,0,0,0,0.0,0.0,0,2,2008,1,12.11050219042355
20,67.0,8777,3,3,2,4,5,1949,2003,0.0,3,3,0.0,0.0,0.0,0.0,0,0.0,0,0,0,5,4.0,1126,0,0,1126,0,0,2,0,2,1,4,5,7,0,0.0,3.0,2,520,3.0,3.0,0,0,96,0,0,0,0,0.0,3.0,0,5,2009,1,11.878733053499914
20,67.7156862745098,12160,2,3,2,5,5,1959,1959,180.0,3,3,3.0,3.0,1.0,2.0,1000,0.0,0,188,1188,2,4.0,1188,0,0,1188,1,0,1,0,3,1,3,6,7,0,0.0,2.0,2,531,3.0,3.0,2,0,0,0,0,0,0,0.0,3.0,0,5,2010,0,11.863582336583399
60,65.0,8366,2,3,2,6,5,2004,2004,0.0,4,3,4.0,3.0,1.0,0.0,0,0.0,0,798,798,5,4.0,798,842,0,1640,0,0,2,1,3,1,4,6,7,0,0.0,2.0,2,520,3.0,3.0,2,138,45,0,0,0,0,0.0,0.0,0,12,2008,0,12.061046873479915
30,51.0,5900,2,3,2,4,7,1923,1958,0.0,3,3,4.0,3.0,1.0,0.0,0,0.0,0,440,440,3,3.0,869,0,0,869,0,0,1,0,2,1,2,4,7,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0.0,0.0,0,8,2006,-1,10.838525127762976
20,78.0,11645,3,3,2,7,5,2005,2005,0.0,4,3,4.0,3.0,3.0,5.0,1300,0.0,0,434,1734,5,4.0,1734,0,0,1734,1,0,2,0,3,1,4,7,7,0,0.0,3.0,2,660,3.0,3.0,2,160,24,0,0,0,0,0.0,0.0,0,1,2006,1,12.599151839765472
20,100.0,10004,3,3,2,6,6,1964,1964,180.0,3,3,3.0,3.0,1.0,2.0,196,3.0,345,975,1516,3,4.0,1516,0,0,1516,0,0,1,1,3,1,3,6,7,0,0.0,2.0,2,472,3.0,3.0,2,0,0,0,0,152,0,0.0,0.0,0,2,2009,0,12.025749091398891
50,60.0,10998,3,3,2,5,5,1941,1960,0.0,3,3,3.0,3.0,1.0,1.0,408,3.0,420,156,984,5,4.0,984,620,0,1604,0,0,2,0,3,1,3,6,5,0,0.0,1.0,2,660,3.0,3.0,2,0,68,0,0,0,0,0.0,0.0,0,7,2009,1,11.920963517563559
80,84.03980099502488,14112,2,3,2,5,7,1964,1964,86.0,3,3,3.0,3.0,3.0,5.0,1014,0.0,0,138,1152,3,4.0,1152,0,0,1152,1,0,1,0,3,1,3,6,7,1,4.0,2.0,2,484,3.0,3.0,2,227,0,0,0,0,0,0.0,0.0,0,4,2010,1,12.28307068286579
45,55.0,4388,2,3,2,5,7,1930,1950,0.0,3,4,3.0,3.0,1.0,1.0,116,0.0,0,556,672,5,4.0,840,0,0,840,0,0,1,0,3,1,3,5,7,1,3.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,6,2007,1,11.707123732510018
120,55.0,7892,3,3,2,6,5,1979,1979,0.0,3,3,4.0,3.0,1.0,0.0,0,0.0,0,918,918,3,4.0,918,0,0,918,0,0,2,0,2,1,3,5,7,1,3.0,1.0,1,264,3.0,3.0,2,28,0,0,0,0,0,0.0,0.0,0,4,2010,-1,11.072432412882282
160,21.0,2001,3,3,2,4,5,1970,1970,80.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,546,546,2,4.0,546,546,0,1092,0,0,1,1,3,1,3,6,7,0,0.0,1.0,1,286,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,1,2007,1,11.622474276974888
70,53.0,10918,3,3,2,7,9,1926,2004,0.0,4,3,4.0,3.0,1.0,0.0,0,0.0,0,1276,1276,5,4.0,1276,804,0,2080,0,0,1,1,3,1,4,9,7,2,4.0,1.0,1,282,3.0,3.0,2,0,0,0,0,145,0,0.0,3.0,0,6,2009,1,12.505256025362478
20,60.0,6600,3,3,2,5,5,1962,1962,0.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,894,894,4,4.0,894,0,0,894,0,0,1,0,2,1,3,5,7,0,0.0,1.0,1,308,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,8,2009,-1,11.20967558359951
20,70.0,9800,3,3,2,5,7,1972,1972,0.0,3,3,3.0,3.0,1.0,4.0,894,0.0,0,0,894,3,4.0,894,0,0,894,1,0,1,0,3,1,3,5,7,0,0.0,1.0,2,552,3.0,3.0,2,256,0,0,0,0,0,0.0,2.0,0,7,2006,1,12.130866063862902
60,67.7156862745098,9130,3,3,2,6,8,1966,2000,252.0,3,3,3.0,3.0,1.0,5.0,400,2.0,64,336,800,4,4.0,800,832,0,1632,0,1,1,1,4,1,4,7,7,0,0.0,1.0,2,484,3.0,3.0,2,0,40,0,0,0,0,0.0,0.0,0,7,2008,-1,11.827392362472514
20,89.0,10680,3,3,2,5,3,1951,1951,44.0,3,3,3.0,2.0,1.0,1.0,756,0.0,0,1380,2136,3,3.0,2136,0,0,2136,0,0,2,0,4,1,3,7,4,0,0.0,1.0,2,528,3.0,3.0,2,0,30,0,0,0,0,0.0,3.0,0,10,2006,-1,11.552988116084922
60,92.0,11764,2,3,2,8,7,1999,2007,348.0,4,3,4.0,3.0,1.0,5.0,524,0.0,0,628,1152,5,4.0,1164,1106,0,2270,0,0,2,1,4,1,4,9,7,1,4.0,3.0,3,671,3.0,3.0,2,132,57,0,0,0,0,0.0,0.0,0,4,2010,1,12.695153037446566
70,65.0,11700,2,3,2,7,7,1880,2003,0.0,4,3,3.0,2.0,1.0,0.0,0,0.0,0,1240,1240,3,4.0,1320,1320,0,2640,0,0,1,1,4,1,4,8,7,1,4.0,1.0,4,864,3.0,3.0,0,181,0,386,0,0,0,0.0,0.0,0,5,2009,-1,12.353219184156298
60,60.0,6931,3,3,2,7,5,2003,2004,92.0,4,3,4.0,3.0,1.0,0.0,0,0.0,0,746,746,5,4.0,760,896,0,1656,0,0,2,1,3,1,4,7,7,1,4.0,3.0,2,397,3.0,3.0,2,178,128,0,0,0,0,0.0,0.0,0,7,2008,0,12.016122061571728
160,24.0,2280,3,3,2,7,5,1999,1999,360.0,3,3,4.0,3.0,1.0,4.0,549,0.0,0,195,744,4,4.0,757,744,0,1501,0,0,2,1,3,1,3,6,7,0,0.0,1.0,2,440,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,8,2008,-1,11.876920327510483
20,60.0,7180,2,3,2,5,7,1972,1972,0.0,3,3,3.0,3.0,3.0,4.0,390,0.0,0,474,864,3,4.0,864,0,0,864,0,0,1,0,3,1,3,5,7,0,0.0,1.0,1,352,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,5,2008,1,11.996420061282421
160,63.515151515151516,2651,3,3,2,7,5,2000,2000,0.0,4,3,4.0,3.0,1.0,5.0,641,0.0,0,32,673,5,4.0,673,709,0,1382,1,0,2,1,3,1,4,6,7,0,0.0,1.0,2,490,3.0,3.0,2,153,50,0,0,0,0,0.0,0.0,0,4,2006,1,12.202804190047665
20,67.7156862745098,11200,3,3,2,6,5,1985,1985,85.0,4,3,4.0,3.0,1.0,5.0,1258,0.0,0,40,1298,3,4.0,1298,0,0,1298,1,0,2,0,3,1,4,5,7,1,3.0,1.0,2,403,3.0,3.0,2,165,26,0,0,0,0,0.0,0.0,0,5,2006,-1,11.885681908418167
20,60.0,7800,3,3,2,5,5,1965,1965,0.0,3,3,3.0,3.0,1.0,3.0,641,0.0,0,187,828,4,4.0,965,0,0,965,1,0,1,0,3,1,3,6,7,0,0.0,1.0,1,300,3.0,3.0,2,421,0,0,0,0,0,0.0,3.0,0,7,2006,0,11.694413341015606
160,36.0,2628,3,3,2,7,5,2003,2003,106.0,4,3,4.0,3.0,1.0,0.0,0,0.0,0,764,764,5,4.0,764,862,0,1626,0,0,2,1,2,1,4,6,7,0,0.0,2.0,2,474,3.0,3.0,2,0,27,0,0,0,0,0.0,0.0,0,6,2010,-1,11.834431193365903
20,77.0,10010,3,3,1,5,5,1974,1975,0.0,3,3,4.0,3.0,3.0,4.0,1071,1.0,123,195,1389,4,4.0,1389,0,0,1389,1,0,1,0,2,1,3,6,7,1,3.0,2.0,2,418,3.0,3.0,2,240,38,0,0,0,0,0.0,0.0,0,4,2006,1,12.23217779590645
20,57.0,7677,3,3,2,5,5,1953,1953,0.0,3,3,3.0,3.0,1.0,3.0,570,0.0,0,203,773,4,4.0,773,0,0,773,0,0,1,0,2,1,3,4,7,0,0.0,1.0,1,240,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,4,2008,-1,11.211101832296544
