OverallQual,BedroomAbvGr,YearRemodAdd,YrSold,Target
8,3,1998,2006,12.654664176279622
7,2,2003,2006,12.240395740251088
6,2,1970,2008,11.848842227501919
7,4,1950,2007,11.810517909890214
5,3,1961,2006,12.046481074136258
6,1,2004,2006,12.151317672236424
5,2,1955,2008,11.361405174977175
6,2,1954,2008,11.85374107543368
6,3,2006,2010,12.00268213737773
2,1,1950,2009,11.444059121136897
7,3,2007,2007,12.336552511980964
6,3,1980,2009,11.695247021764184
7,3,2004,2008,12.673743621389516
5,3,2008,2009,12.016186359643957
7,5,1990,2010,12.783087117061129
8,3,2008,2010,12.508486798452994
5,4,1996,2010,12.078517696767515
6,3,1958,2008,12.0015054797889
7,3,1994,2009,12.272195645255502
4,3,2007,2010,11.983004645061015
8,2,1976,2008,12.437281007031098
6,3,1972,2009,12.189351582241319
3,2,1950,2008,11.658145404196276
6,2,1950,2009,11.14651866445319
7,3,2005,2008,12.0812004624484
7,2,2003,2010,11.834431193365903
5,3,2009,2010,12.065810843123694
6,2,1999,2008,11.890841180266435
6,2,1972,2006,11.456355113481834
5,3,1966,2008,11.608235644774552
5,2,2003,2007,11.813030057420567
6,3,2006,2006,12.244631448840844
4,2,1950,2009,11.672009844445364
4,4,1950,2009,11.51356664283769
6,3,1950,2008,11.303038905501912
6,1,2005,2009,12.357436278110258
5,4,1952,2009,11.732060994886899
5,2,2007,2009,11.480549946713063
5,3,1966,2006,12.010665849187564
5,3,2008,2010,11.645188445847934
5,2,2000,2006,11.303807250547289
5,2,1959,2007,11.811759856381196
8,4,1996,2009,12.815249841402919
4,2,1995,2007,11.826905099692885
9,4,2006,2006,12.841961396567868
6,3,1968,2009,12.132156962580005
5,3,2004,2009,12.148492112675951
5,3,1994,2007,11.423308315841155
5,3,1964,2010,12.28307068286579
5,3,1969,2006,11.554966779016551
8,2,2006,2007,12.620093385664882
5,2,2004,2008,11.587545173330275
5,3,1955,2008,12.051989313858433
6,4,1978,2010,11.239870238380648
7,3,2003,2008,12.404910037598643
7,3,2003,2006,12.604637126213484
5,3,2005,2007,11.557497295884195
6,3,1978,2006,12.133776925507938
5,5,1995,2006,11.982929094215963
6,2,1959,2009,11.993137078877368
6,4,1950,2010,11.759785542901755
8,3,2008,2009,12.722121248189515
7,3,1988,2010,12.357287333804713
5,2,2006,2007,11.832979145788837
7,4,1998,2010,12.30591798049989
5,4,1952,2010,12.20303060704657
7,2,1970,2007,12.219058792834069
4,3,1961,2007,12.005254874164395
7,3,1998,2006,12.252596116183318
7,3,1978,2009,11.728022333873282
4,2,1953,2009,10.949657107954955
5,3,1968,2009,12.004226341473041
7,4,1950,2008,11.912978210486816
7,3,2004,2009,12.328213686754756
7,2,2007,2007,12.011880916165731
5,2,1950,2007,10.828290298582624
6,3,1976,2007,12.284706988225457
7,2,2005,2008,12.244984956089857
6,2,2005,2008,12.108927231871839
5,2,1956,2009,11.457465733084371
8,4,1993,2007,12.889263541758904
4,2,1950,2009,11.733484239915581
6,4,1972,2006,12.043443291022259
8,2,2007,2007,13.07394358060207
7,4,2007,2008,12.526531587050181
5,3,1972,2009,11.492799782604495
9,3,2007,2007,13.017819865874365
4,2,1950,2006,10.697661675740505
6,3,1960,2006,11.60329927461394
7,3,2004,2006,12.350998569070178
8,4,2007,2010,12.695153037446566
5,3,1950,2010,11.982929094215963
9,3,2006,2007,12.746218685446758
5,2,1985,2007,11.366543857785741
8,3,1999,2009,12.826977062853198
7,2,2000,2008,11.73763858266311
8,4,1994,2006,12.692402868624015
6,3,2006,2008,12.463328378319817
6,4,1966,2010,12.154493547849397
7,3,2003,2007,12.309178249520196
5,3,1965,2007,12.156637765934134
3,3,1950,2006,11.841891666066529
6,3,1981,2006,11.72926016936726
6,2,1976,2007,11.995410030254378
7,3,1998,2009,11.999516299404286
6,3,1950,2008,11.727298092835058
5,3,1957,2010,11.621953576462198
7,2,2004,2008,11.944707881395766
6,4,1989,2007,12.413139666736834
8,3,2006,2006,12.577636201962656
5,3,1995,2009,11.835008964139341
6,3,1978,2007,11.904967552746252
5,3,1965,2006,12.062410643557364
7,3,2000,2006,12.199542665092356
5,1,1995,2009,11.59205209431318
5,3,1971,2007,11.340397928089983
7,2,2004,2007,11.644307396391163
7,3,2007,2007,12.09815330331068
5,3,2006,2008,11.612234742857021
8,4,2002,2008,12.303537513408791
7,3,1993,2009,12.269047444691562
7,3,2004,2010,12.294426217850344
10,2,2008,2008,12.76672457808357
10,4,1996,2006,13.400849156961732
5,2,2006,2007,11.809319478024031
5,2,1963,2010,11.234228531655347
8,2,2001,2010,12.089293854581639
4,3,1954,2007,11.23125603124703
6,3,2000,2009,12.0909123751772
4,5,1950,2006,11.9379914233332
6,2,1950,2007,11.328989417025959
6,3,2004,2007,12.585047677297688
4,2,2006,2007,11.771436160121729
5,3,1957,2008,11.630708500626612
6,3,2000,2009,12.539212776042453
9,3,2004,2006,12.793859310432293
7,2,2005,2006,11.66377170206846
6,3,1976,2007,12.117955606124449
5,3,1987,2009,11.513653489022964
6,3,1991,2008,11.885167880455347
5,3,1968,2006,11.83862560460953
5,3,1967,2010,11.978448422800781
5,3,1971,2007,12.249699272970734
4,2,1971,2009,11.060568664425457
5,3,1976,2010,11.691313978265082
7,3,1991,2009,12.061046873479915
7,2,2002,2007,12.723208430764092
4,2,1967,2006,10.90935849136492
6,3,1978,2009,11.823283213113791
7,4,1995,2007,12.577636201962656
8,1,1993,2008,12.79429841088441
7,2,2007,2007,11.83202713187494
5,3,2006,2007,11.377212782711531
5,3,1990,2009,11.938193200374572
4,3,1957,2008,11.882376802306682
6,2,2002,2010,11.94881244454136
4,2,2004,2010,12.07458366496344
5,2,2000,2010,11.443279206390589
6,3,2005,2008,11.836343311092644
6,1,2004,2008,11.881034786534624
6,3,1964,2006,12.178962166520575
5,3,1959,2007,11.575900264131617
5,3,2006,2008,11.630688249892598
7,3,2005,2006,12.255989512081824
5,3,1961,2007,12.010274759914509
5,2,1965,2007,12.06451733247723
8,3,2006,2006,12.61964239971845
4,3,1950,2010,9.971541510545372
5,2,1950,2007,10.377064161245869
4,3,1957,2009,11.33857207782545
6,3,1989,2008,11.855836333507662
5,4,1969,2008,11.825163149922094
3,2,1982,2009,11.690822579976183
5,3,1971,2009,11.237317531220787
7,4,1950,2007,11.9581196595965
6,3,1977,2007,11.874090314181814
8,3,2004,2008,12.561661177535969
6,4,2000,2008,12.047497727350267
6,4,1978,2007,11.780090209454686
6,4,1950,2006,12.521263609075836
7,3,1998,2009,12.450243665176798
5,6,1963,2006,11.40467318558831
7,3,1999,2009,12.098287407222085
6,3,1956,2009,12.002545874273212
5,2,1973,2007,11.682960896200807
5,3,1989,2009,11.574366179825729
7,3,2003,2010,11.978629524833176
6,3,1966,2007,11.438487719982195
8,4,1998,2008,12.66032791780777
5,3,2007,2007,11.910533182568017
5,3,2007,2009,12.103916691389317
4,4,1950,2009,11.792408646190063
6,3,1997,2007,12.043469748073868
8,0,2002,2008,12.439225326858692
5,3,1989,2006,12.235613325371816
8,4,1999,2007,12.616325669785438
5,3,1965,2008,11.461247019503759
7,3,1999,2008,11.969593187688034
4,3,1950,2008,11.217188282221679
8,4,1995,2009,12.638929090417971
7,3,2008,2008,12.273883127330324
1,1,1950,2009,11.464078149757382
7,3,1984,2007,12.299107511497363
8,2,1986,2007,11.81362777934262
4,3,1954,2007,11.94454535547002
6,3,1967,2009,12.191520199183566
10,3,2009,2009,12.99138048596353
8,4,1992,2006,12.593028315863844
6,3,2001,2010,12.230765258120545
8,4,2005,2006,12.525329122180358
7,3,2003,2008,11.904411425235502
5,3,1954,2009,11.766195972311287
4,2,1950,2010,11.568543026851556
4,2,2008,2009,11.260049010781644
9,2,2000,2008,12.807499636962957
5,2,1995,2006,11.989780126768917
6,4,2000,2008,11.827392362472514
5,2,1972,2008,11.988386333406268
8,3,2006,2006,12.546109948315882
6,3,1966,2008,12.254150824347452
7,4,2004,2007,12.122691036591123
6,3,1977,2010,12.154779351142624
8,3,1998,2006,12.657698333499901
6,2,1979,2010,11.072432412882282
6,2,1971,2008,11.737139794974805
7,2,2006,2006,12.174989532116426
4,3,1995,2009,11.79810440720389
7,3,2002,2009,11.977031920090042
5,3,1960,2007,11.429742425643989
7,3,1997,2010,12.797353991972184
7,4,2000,2006,12.360191997147428
4,2,1950,2009,11.122138380109146
5,3,1976,2007,11.505786630407934
5,2,1996,2010,11.864462231052837
5,4,1977,2007,11.877568578558138
8,2,1996,2006,12.356387042489661
5,6,1965,2008,11.589437456076642
6,2,2007,2009,11.321744236266513
4,2,1950,2010,11.289781913656018
6,2,1977,2010,11.755871643580617
6,3,1950,2006,11.976659481202368
6,3,1950,2009,12.265330335666034
9,4,2006,2006,13.064608309280336
7,3,1987,2006,12.278177299836996
5,4,1997,2008,12.269375365670959
6,3,2001,2008,11.4362582438739
4,1,1950,2009,10.75690030634266
8,2,1993,2008,12.275482943186784
6,3,2000,2009,12.095141084822892
8,3,2007,2007,12.217449144663597
7,2,2004,2009,12.238390864736054
6,2,1999,2009,12.206599384309671
5,3,2002,2006,12.158843655389449
6,3,1994,2008,12.160028707028767
8,3,2009,2009,12.684405130916133
8,2,2006,2007,12.40002437298361
6,3,1975,2006,11.87905178230096
5,2,2002,2007,11.502895228815134
6,3,1992,2010,11.949003194728043
5,3,1976,2010,11.761346823468706
5,3,1970,2009,11.390410303583232
9,1,2009,2009,13.054302193547146
3,2,1950,2010,10.09282910881845
6,3,1985,2006,11.885681908418167
5,3,1958,2007,11.877568578558138
7,3,1999,2006,12.298828456585419
8,3,1996,2007,12.519799469868776
6,3,2000,2007,11.859166492998686
5,2,1950,2006,11.803459476344937
8,3,2008,2008,12.45932116575568
5,3,1959,2006,12.069803096200266
6,3,1998,2007,12.413490523272781
7,3,1996,2010,12.46997418931655
7,3,1999,2009,12.3849910592733
5,2,2002,2007,10.95174264256609
5,5,1969,2007,11.51418254371655
4,3,1950,2006,11.95708560803583
7,3,1950,2009,11.845708196246692
6,4,1962,2008,11.81351645828449
6,3,1950,2007,11.56982410330914
5,2,1997,2006,12.06162843087395
7,3,1973,2009,12.370601152073638
7,3,1976,2007,12.195517131590657
5,3,1950,2006,11.920368513485483
5,2,1952,2010,10.932981961904135
5,2,1982,2009,12.052575480201806
5,3,1968,2006,11.723061224956286
6,2,2004,2009,11.686878772093667
5,4,2002,2010,11.600058635486215
7,2,1990,2006,12.279286160102517
5,3,1967,2006,11.5222270332188
5,2,1962,2008,11.877568578558138
6,4,1998,2007,12.035120241417593
4,3,1995,2007,11.724805824005728
7,3,2003,2008,12.369391762557282
8,1,1984,2009,11.933621256560258
5,4,1969,2007,12.137474742364946
6,3,2006,2006,12.23594029206402
7,2,2006,2008,12.32574855521878
8,1,2005,2006,12.355521384936326
6,3,1977,2008,12.238514444937131
3,2,1950,2008,11.582402788517351
5,3,2005,2009,11.525606835892253
6,4,1995,2008,12.513557345278134
7,3,2002,2006,12.012799331832678
7,3,2002,2007,12.331168203254432
7,4,2004,2007,12.299107511497363
7,3,2000,2010,12.100712129872347
7,2,2006,2010,12.045664176494581
6,2,1950,2009,11.962310980387077
6,3,1998,2008,12.106252310247962
8,2,1995,2008,12.765688433465597
6,3,1988,2009,11.861881873914662
5,3,2004,2007,12.435901441542368
7,3,1999,2010,12.14950229404178
6,3,1999,2009,12.24795156193538
5,3,1975,2006,11.68628536531584
4,3,1993,2009,11.64725660080684
9,4,2006,2006,13.16495077709533
7,3,2006,2006,12.38755635142507
6,2,1977,2009,11.981744201952523
5,2,1956,2008,11.022316858880018
6,4,1950,2008,12.07815019277129
7,3,1950,2010,11.573043667981416
9,2,2007,2009,12.574209501838196
7,4,1950,2007,12.007621706806335
6,3,1958,2009,12.061914711700863
5,3,1962,2007,12.032417204238254
5,2,2000,2009,12.206924566671185
8,2,1994,2008,12.491724947253479
7,3,1992,2007,12.203763632921287
3,2,1950,2006,10.863891498754574
7,3,2003,2007,12.463304994090622
5,4,1950,2006,11.551908477262891
3,3,1950,2010,11.84782686058011
5,3,1980,2008,12.072773178529989
4,4,1972,2008,11.813030057420567
6,2,1987,2006,12.262528286182343
6,3,1959,2008,12.089946090923565
6,4,1950,2006,11.404303275016886
5,2,1979,2009,12.141481889865371
4,3,1971,2006,11.385092093460344
7,3,1998,2007,11.732363235973924
7,3,2007,2007,12.41476540628593
5,3,2008,2008,11.779128505744886
5,3,1995,2007,11.894780707439258
6,2,1977,2009,12.226457269373196
7,4,2007,2007,12.762568628474023
7,2,2008,2009,12.491288493433725
5,3,1969,2008,11.169372608640353
6,3,1992,2006,12.262078013106137
8,4,2005,2009,12.904207367601158
6,4,1950,2008,12.305334664265732
7,3,1990,2006,11.861428760096022
8,3,1994,2007,12.66032791780777
5,2,1983,2006,11.782952602183288
7,2,2005,2006,11.92768263553065
6,3,2004,2008,11.951180395901384
6,2,1950,2007,11.959374224116331
4,4,1950,2009,11.172560275301509
6,3,1978,2008,12.119536633253142
5,2,1950,2008,11.041786943807121
8,3,2006,2007,12.428015476267865
4,3,1950,2010,11.402038063223056
8,3,2000,2006,12.1869552968686
5,2,2000,2009,12.1398423706052
5,3,2003,2010,11.883799128308773
7,3,1950,2006,12.086201842251747
9,3,2002,2007,12.560244459250788
7,3,2009,2009,12.205149213032378
7,3,2006,2007,12.414614526538088
6,3,1997,2007,11.793479357688419
4,2,1950,2009,10.77241350126518
7,3,2003,2007,12.154760756770317
4,3,1972,2008,11.252993613534775
5,3,1959,2006,11.500423832162301
7,5,1989,2006,11.822775464573546
6,3,1998,2009,12.285746933470726
5,4,1964,2006,12.320356278923239
3,2,2003,2008,9.856497061896276
4,3,1971,2007,11.95991934809596
5,2,1950,2007,11.477298287327077
6,2,2000,2006,11.561896719483745
4,4,1955,2008,11.93797948637535
8,3,2008,2009,12.464980143994952
6,4,1950,2007,12.108701047785518
7,1,2006,2009,12.283309715094358
5,2,1950,2006,11.732808516691666
6,3,1995,2007,12.086725887897607
5,2,1971,2007,11.382468277382223
6,3,1953,2007,12.446911672763386
7,3,2007,2009,12.154964931563468
7,3,1993,2008,12.168722149567671
8,3,1998,2009,12.736700896592344
5,3,1977,2006,12.119854210710331
5,3,1950,2009,11.95053502640496
6,3,1973,2007,11.25251897469367
5,3,1972,2006,12.130866063862902
6,3,1950,2007,11.782952602183288
7,4,1968,2008,11.867259980575461
5,2,2008,2009,11.312191063744281
7,3,2004,2006,12.009643500301072
4,4,1950,2006,12.04331746488821
8,3,1996,2008,11.9891596439666
8,3,1950,2006,12.486716581956216
5,4,1951,2006,11.552988116084922
5,2,2006,2009,11.350406535472453
6,3,2004,2008,12.061046873479915
7,2,2007,2009,12.532630959475052
6,3,1971,2010,11.740645407041802
9,2,2007,2007,12.552318720890433
7,2,2007,2008,12.184240040030847
7,3,1998,2007,12.154516158615772
6,3,1976,2006,12.32691829322878
6,2,2005,2006,11.608235644774552
4,2,1994,2008,12.577514669328144
7,3,2000,2007,11.81060543615051
8,3,2006,2008,12.354492650648448
4,2,1950,2006,11.607326140391713
6,4,1997,2008,12.36746128959452
8,2,2007,2007,12.112073180950164
7,2,1996,2009,11.950363513766277
7,3,2007,2009,12.040831759135664
5,3,2000,2010,12.03557494911506
5,2,1950,2006,11.952340330344043
6,2,1977,2008,12.069083939354671
8,4,2003,2010,13.195613839143922
3,3,1950,2006,10.900478870523267
7,4,1950,2006,12.364113644430365
6,4,1969,2008,12.399654591751617
5,3,2001,2010,11.77528972943772
9,3,2007,2009,12.93178888754391
4,3,1970,2007,11.622474276974888
6,3,2005,2009,11.84939770159144
4,2,1956,2008,11.519533115602053
7,3,2009,2010,12.359213055481396
6,3,1950,2008,11.469223705683664
6,3,1950,2007,12.453607218670136
7,3,2005,2006,12.43639838908114
8,4,1996,2008,12.610870864650634
5,2,2005,2008,11.621452373718062
8,3,2002,2006,12.652359748158593
5,3,1997,2009,12.109555024466582
6,3,1964,2008,11.88151024359692
7,3,2004,2008,12.076947674438056
7,3,2006,2006,12.23268214563099
8,2,2007,2007,12.8790171187726
7,3,1998,2007,12.095422865591358
7,3,1998,2010,12.46880820558397
6,3,2006,2006,12.007560729337492
7,2,2005,2006,11.900905258737373
6,3,1972,2009,12.173037531428463
10,3,2008,2009,13.021326833226556
6,3,1978,2009,12.112270014482025
8,4,1998,2007,12.692640375414603
6,3,1996,2007,12.218741725394649
5,4,1979,2009,11.950694308035231
7,3,1953,2006,12.465952596820145
8,3,1995,2010,12.793471486271127
5,2,1950,2008,11.322619248481141
5,2,2006,2009,11.603679828238693
5,2,1982,2009,12.039268269800209
6,3,2002,2009,12.097975504440306
9,2,2006,2009,12.66032791780777
6,3,1984,2008,12.188546548453408
6,1,2004,2008,11.634666859956996
6,2,1970,2009,12.300104279739276
5,2,1962,2009,11.20967558359951
6,3,1998,2009,11.951180395901384
5,3,1950,2008,11.408094935024517
5,3,1995,2008,12.01067585496888
8,4,1970,2007,12.356284457397802
7,3,2002,2006,12.481168654455379
4,2,2000,2007,11.740782489686499
6,3,1976,2009,11.386498253907547
5,3,1962,2007,12.097457033719438
4,2,1958,2006,10.838525127762976
6,2,1950,2006,11.281893184977125
3,2,1952,2009,11.665035386811427
5,3,1963,2008,11.972603984312626
6,3,1976,2007,11.896826395162552
5,3,1967,2007,11.986228300986527
10,2,2002,2007,12.977071217769753
6,3,1980,2006,12.399305167635688
7,3,2002,2009,12.3116827845337
5,4,1960,2008,11.995622018836952
8,4,2005,2007,12.627465753513395
6,2,1950,2008,10.957309935323504
6,2,1950,2008,10.708049789878627
6,3,2006,2006,11.85610185607462
6,3,2006,2007,11.85920696248193
8,4,1986,2009,11.797902237603623
6,3,1966,2006,11.69441624872541
5,4,1950,2008,11.475948184426715
6,4,2002,2009,12.024953956156597
6,3,1976,2010,11.817090525108595
8,3,2008,2009,12.827992316801751
4,3,1971,2007,11.392038396750305
7,3,2007,2007,12.556366715702186
7,2,2007,2009,12.257874610301435
5,3,1996,2007,11.522875795823397
6,3,2000,2007,12.285866586441037
8,3,2005,2006,12.227968191523606
6,3,1996,2008,12.31212596082377
7,3,1997,2007,12.364615302693357
10,3,2008,2009,12.752721800145755
6,3,2000,2006,11.830473257310056
5,3,1956,2010,11.76756768334381
6,3,1983,2007,11.805595078933049
6,1,2003,2009,12.07527454164202
5,2,1950,2007,11.59910316121128
6,3,2004,2009,11.973509872299472
7,3,2007,2008,12.395229978266547
6,3,1959,2006,11.755057629052386
7,2,1970,2006,12.18738621866883
8,2,2005,2010,12.333367604782683
6,2,1980,2009,11.728036844587175
6,3,2003,2006,12.293759391490882
4,2,2002,2007,11.7039431418913
8,4,1987,2008,11.711776323715394
6,3,1997,2006,12.128111104060462
5,3,1981,2007,12.23748608485982
5,4,1950,2006,11.855225803776436
7,3,1999,2009,12.323855681186558
7,3,2008,2008,12.476930447993762
6,4,1984,2006,12.561897182422666
8,3,2007,2007,12.551449114804122
6,3,1993,2007,12.138863895836725
5,4,1958,2009,11.22499757653397
8,1,1996,2008,12.5386285531263
7,3,1988,2009,12.081415752741892
7,2,2006,2006,12.217615144544252
7,3,1991,2009,12.634675654234918
10,3,2000,2008,12.575451811483134
6,2,1959,2006,11.350189825178479
5,3,1980,2008,12.01339098554256
7,4,2006,2006,12.122094217583657
6,4,2007,2008,12.273731294003989
5,2,2008,2008,12.110743383419955
6,4,2006,2007,12.395018125165635
8,2,1985,2006,12.643153945405706
7,4,1980,2009,12.320820176606016
6,3,1950,2009,11.84829770533517
6,3,1960,2009,12.160513072561507
8,3,2006,2007,12.300513815727639
5,2,1975,2006,12.23217779590645
5,3,1994,2006,12.044416365528209
6,3,1993,2009,11.928100049503591
8,4,2003,2008,12.50439413352112
5,4,1950,2008,11.695436354019387
7,3,2006,2007,11.956553034172742
5,3,2005,2007,12.065550586298729
5,2,2003,2009,11.5043007392985
10,3,2006,2006,12.90780471170302
4,2,1955,2008,11.314474526246391
8,4,2000,2007,12.429466538018016
7,3,2002,2008,12.143411355754196
7,4,1987,2007,12.722428288465757
6,8,1995,2007,12.206072645530174
7,2,2006,2006,12.39757963084062
5,2,2007,2010,11.585246126549855
6,3,1998,2008,12.336991778005885
4,3,1950,2006,11.867184248774993
8,3,2004,2009,12.556729517143344
4,2,1995,2010,11.996783936314856
6,2,1998,2006,12.148745989975797
7,3,1984,2007,12.065212335070706
7,2,2006,2007,12.34181269305317
4,2,1966,2006,11.176846978412774
6,2,1999,2007,12.078239274020289
5,3,1983,2009,12.016252810111945
5,6,2000,2008,12.045944966860946
5,3,1991,2006,11.431969854235161
6,3,1997,2006,12.116821853354411
5,3,2000,2008,12.17098056760763
6,2,1976,2009,12.087552541248252
8,3,2004,2006,11.879032896197694
7,3,2004,2006,12.006122175884336
7,2,2007,2008,12.243652246399787
6,2,1950,2009,11.612537695653968
4,1,1972,2008,11.67421367238299
6,3,1950,2010,11.04330776263888
8,3,2000,2009,12.238833996061272
7,3,1999,2009,12.097260105456463
5,4,1967,2007,11.870599909242044
8,3,2000,2008,12.176574227795994
4,2,1971,2007,11.892775346281535
7,2,2007,2007,11.978805450629608
9,2,2007,2009,12.525722579204462
5,3,1999,2009,12.217003113519533
7,3,1998,2006,12.02627032407081
5,3,1969,2006,12.005487123871788
8,2,2000,2009,12.406280095793571
6,2,1973,2006,10.747827392416344
5,3,1963,2007,11.920441785993075
5,3,2008,2009,11.659698566965334
5,3,1965,2008,12.482957673935882
6,3,1974,2009,11.898187865760873
5,3,1987,2008,11.538559920860205
7,3,1977,2009,11.687127063279133
6,3,1981,2007,11.917499219870301
5,3,1987,2006,12.228342779890912
4,2,1950,2009,11.849202650145074
6,3,1981,2010,12.229414353006199
3,3,1970,2009,11.027938148514124
8,4,2000,2007,12.421184025147118
3,3,1966,2010,10.663379037384033
5,2,1950,2007,11.455185270006844
6,4,1975,2007,12.371094261326704
7,3,1999,2009,11.962636499286415
7,4,1950,2006,11.716728105185181
7,4,2005,2007,12.2783933071098
7,2,2005,2006,12.095904425531753
7,3,2000,2010,12.435513493185706
7,3,2002,2008,12.70678459327319
7,3,1973,2007,12.54026154734508
6,3,2000,2008,11.930166387216932
6,3,1995,2009,11.846326893581248
8,1,2004,2008,12.389622941997846
5,2,1990,2006,11.258123540069356
7,3,2004,2008,12.016122061571728
6,3,1964,2009,12.025749091398891
7,3,2002,2010,12.383380419264236
5,3,1960,2009,11.920963517563559
5,2,1950,2009,11.24344564667108
8,3,2007,2007,12.772346827181712
5,2,2006,2009,12.195001318471393
5,2,1965,2009,11.321350227770028
5,3,1994,2007,12.20856952572876
4,3,1971,2010,11.286934614762464
8,3,2002,2006,12.644360971451592
6,3,1950,2006,11.350569662370498
5,4,1976,2007,12.060061611869713
6,3,1986,2008,12.122691036591123
5,3,1950,2009,11.640688274472199
5,3,1972,2008,11.996420061282421
7,4,2006,2010,12.625117408389306
7,3,1999,2010,11.691433482632174
5,3,1968,2008,11.805595078933049
6,4,1990,2010,11.806732266689735
5,3,1955,2006,11.884489021402711
5,2,2007,2007,11.951180395901384
5,2,1993,2009,11.173766933439769
8,3,2007,2007,12.674993333215019
8,2,2000,2007,11.838264152296945
6,4,1950,2006,11.537373611692582
7,3,1990,2009,11.89435621489713
9,2,2008,2009,12.54605011187198
6,3,1965,2008,11.565246918847578
7,3,2004,2009,11.938969650039626
6,3,2002,2007,12.322487460999088
7,2,2006,2006,11.97398820616727
6,0,1980,2010,11.877568578558138
6,3,1969,2008,11.646821782616685
5,3,2004,2009,11.470806987184721
7,4,1950,2010,12.542931794602893
7,3,2007,2007,12.280184787326904
6,4,2002,2010,12.097128248270913
5,2,1950,2008,10.818310848909501
5,3,1994,2010,11.944707881395766
5,2,2005,2006,11.596914685019067
8,4,1995,2007,12.692149026182676
5,3,1966,2007,11.978428938276423
7,4,1990,2008,12.600884932411585
3,2,1950,2008,10.366470216628045
5,3,1950,2008,11.059939782645658
5,3,2001,2007,11.794337924408413
3,2,2002,2007,11.944323304066495
7,2,2007,2007,11.979616582246647
5,3,1956,2007,11.517591573745827
5,2,1996,2009,10.911023411667829
6,3,1977,2006,11.791113033674371
6,3,1995,2008,12.041970765647518
5,4,1950,2008,11.797299343678667
6,3,1988,2010,12.409995673065387
4,2,1950,2006,11.157932548614808
5,2,1950,2008,11.603679828238693
6,3,1996,2008,11.786254533802659
8,1,1985,2010,12.085457769793374
4,2,1973,2009,11.750539038753038
5,3,1978,2009,11.975952765816542
6,3,2005,2009,11.835621804446948
6,3,1962,2009,12.078239274020289
5,3,1991,2006,11.384021162053514
7,3,1994,2008,12.509874099861838
8,4,2006,2007,12.416701069805423
5,3,1966,2009,12.15556202214613
5,2,1970,2007,12.014167747624791
5,3,2005,2007,11.28655734041932
6,3,1996,2007,12.013700752882718
7,5,1970,2009,12.001645301701695
5,3,1967,2007,11.870599909242044
6,3,1957,2008,11.786155001977981
6,1,2004,2009,11.58806474120301
7,3,1999,2006,12.426396706923905
6,3,1994,2007,11.915350622842226
5,3,1966,2006,11.733889572848968
7,3,1965,2009,12.834681304952548
7,3,2001,2009,12.421688835219749
5,3,1977,2009,12.046323220688773
7,3,2004,2010,12.106462920859029
7,3,2006,2006,12.09884928474215
6,4,1971,2006,12.154779351142624
