MSSubClass,LotFrontage,LotArea,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,Magic,Target
60,77.0,11198,2,3,2,9,5,2005,2007,245.0,4,3,4.0,4.0,1.0,0.0,0,0.0,0,1122,1122,5,4.0,1134,1370,0,2504,0,0,2,1,4,1,5,11,7,1,4.0,3.0,3,656,3.0,3.0,2,144,39,0,0,0,0,0.0,0.0,0,6,2008,1,12.79272512478401
20,84.0,8658,3,3,2,6,5,1965,1965,101.0,3,3,3.0,3.0,1.0,2.0,643,0.0,0,445,1088,5,4.0,1324,0,0,1324,0,0,2,0,3,1,3,6,7,1,3.0,2.0,2,440,3.0,3.0,2,0,138,0,0,0,0,0.0,2.0,0,12,2006,1,12.18453469298568
60,84.03980099502488,13869,1,3,2,6,6,1997,1997,0.0,3,3,4.0,3.0,3.0,5.0,182,0.0,0,612,794,4,4.0,794,676,0,1470,0,1,2,0,3,1,3,6,7,0,0.0,3.0,2,388,3.0,3.0,2,0,75,0,0,0,0,0.0,0.0,0,7,2007,1,12.265869084353703
80,59.91111111111111,17871,2,3,2,6,5,1967,1976,359.0,3,3,4.0,3.0,3.0,4.0,528,0.0,0,1152,1680,2,4.0,1724,0,0,1724,1,0,1,1,3,1,3,7,7,1,4.0,2.0,2,480,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,6,2009,1,12.363559601080839
180,21.0,1533,3,3,2,5,7,1970,1970,0.0,3,3,4.0,3.0,3.0,5.0,553,0.0,0,77,630,5,4.0,630,0,0,630,1,0,1,0,1,1,5,3,7,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0.0,0.0,0,8,2006,1,11.746800373591347
60,77.0,9206,3,3,2,6,5,1985,1985,336.0,4,3,4.0,3.0,1.0,0.0,0,0.0,0,741,741,3,4.0,977,755,0,1732,0,0,2,1,3,1,4,7,7,1,3.0,3.0,2,476,3.0,3.0,2,192,46,0,0,0,0,0.0,0.0,0,6,2010,-1,11.873537166957648
20,84.03980099502488,10920,2,3,2,6,5,1960,1960,212.0,3,3,3.0,3.0,1.0,3.0,733,0.0,0,520,1253,3,4.0,1253,0,0,1253,1,0,1,1,2,1,3,5,7,1,2.0,2.0,1,352,3.0,3.0,2,0,213,176,0,0,0,0.0,2.0,0,5,2008,-1,11.72581597570601
120,32.0,4500,3,3,2,6,5,1998,1998,320.0,3,3,5.0,3.0,1.0,5.0,866,0.0,0,338,1204,5,4.0,1204,0,0,1204,1,0,2,0,2,1,3,5,7,0,0.0,3.0,2,412,3.0,3.0,2,0,247,0,0,0,0,0.0,0.0,0,6,2009,-1,11.744254984042245
60,76.0,10142,2,3,2,7,5,2004,2004,0.0,4,3,4.0,3.0,1.0,5.0,656,0.0,0,300,956,5,4.0,956,1128,0,2084,1,0,2,1,4,1,4,8,7,0,0.0,2.0,2,618,3.0,3.0,2,0,45,0,0,0,0,0.0,0.0,0,1,2010,-1,12.190548869180372
50,60.0,10440,3,3,2,6,7,1920,1950,0.0,4,4,4.0,3.0,1.0,1.0,493,0.0,0,1017,1510,5,4.0,1584,1208,0,2792,0,0,2,0,5,1,3,8,4,2,3.0,1.0,2,520,2.0,3.0,2,0,547,0,0,480,0,0.0,3.0,1150,6,2008,0,12.4529327234617
30,50.0,9340,3,3,2,4,6,1941,1950,0.0,3,3,3.0,3.0,1.0,2.0,344,0.0,0,328,672,3,4.0,672,0,0,672,1,0,1,0,2,1,3,4,7,0,0.0,1.0,1,234,3.0,3.0,0,0,113,0,0,0,0,0.0,0.0,0,8,2009,0,11.635143097694478
50,60.0,7200,3,3,2,5,4,1950,1982,0.0,3,3,3.0,3.0,1.0,2.0,180,3.0,352,676,1208,4,3.0,1136,768,0,1904,1,0,1,1,3,1,3,7,6,0,0.0,1.0,1,240,3.0,3.0,2,0,0,168,0,0,0,0.0,4.0,0,5,2009,1,12.058932955461081
20,88.0,10994,2,3,2,8,5,2005,2006,366.0,4,3,4.0,4.0,1.0,5.0,976,0.0,0,868,1844,5,4.0,1844,0,0,1844,1,0,2,0,2,1,4,7,7,1,4.0,3.0,2,620,3.0,3.0,2,165,44,0,0,0,0,0.0,0.0,0,9,2009,0,12.456831363877356
120,59.0,4282,1,3,2,7,5,2004,2004,0.0,4,3,4.0,3.0,2.0,5.0,16,0.0,0,1375,1391,5,4.0,1391,0,0,1391,0,0,2,0,2,1,4,5,7,0,0.0,2.0,2,530,3.0,3.0,2,156,158,0,0,0,0,0.0,0.0,0,7,2008,1,12.344742193301354
30,50.0,6305,3,3,2,5,7,1938,1950,0.0,3,4,2.0,2.0,1.0,0.0,0,0.0,0,920,920,5,4.0,954,0,0,954,0,0,1,0,2,1,2,5,7,1,4.0,1.0,1,240,2.0,3.0,2,0,0,0,0,0,0,0.0,3.0,0,6,2007,1,11.952142662597508
50,130.0,9600,2,3,2,5,7,1940,1950,0.0,4,4,3.0,2.0,1.0,2.0,428,0.0,0,300,728,5,4.0,976,332,0,1308,1,0,1,1,2,1,3,7,5,2,3.0,1.0,1,256,3.0,3.0,2,0,70,0,0,0,0,0.0,0.0,0,6,2009,1,12.180294548581543
120,43.0,3182,3,3,2,7,5,2005,2006,11.0,4,3,4.0,3.0,1.0,5.0,16,0.0,0,1129,1145,5,4.0,1145,0,0,1145,0,0,2,0,2,1,4,5,7,1,4.0,3.0,2,397,3.0,3.0,2,100,16,0,0,0,0,0.0,0.0,0,9,2009,-1,11.73822800967171
60,60.0,15384,2,3,2,7,5,2004,2005,0.0,4,3,4.0,3.0,3.0,5.0,724,0.0,0,64,788,5,4.0,788,702,0,1490,1,0,2,1,3,1,4,8,7,1,4.0,3.0,2,388,3.0,3.0,2,100,75,0,0,0,0,0.0,0.0,0,2,2008,1,12.29824071548367
60,70.0,8462,2,3,2,6,5,1994,1994,105.0,4,4,4.0,4.0,1.0,5.0,814,0.0,0,114,928,5,4.0,936,785,0,1721,0,1,2,1,3,1,4,7,7,0,0.0,2.0,2,471,3.0,3.0,2,300,87,0,0,0,0,0.0,0.0,0,7,2007,-1,12.022428816606913
20,59.91111111111111,12772,2,3,2,6,8,1960,1998,0.0,3,4,3.0,3.0,2.0,3.0,498,0.0,0,460,958,3,4.0,958,0,0,958,0,0,1,0,2,1,3,5,7,0,0.0,2.0,1,301,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,15500,4,2007,-1,11.677999843427942
50,60.0,5586,2,3,2,6,7,1920,1998,0.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,901,901,4,4.0,1088,110,0,1198,0,0,1,0,4,1,3,7,7,0,0.0,0.0,0,0,0.0,0.0,0,0,98,0,0,0,0,0.0,3.0,0,9,2008,1,11.633910194815954
20,73.0,8688,3,3,2,7,5,2005,2005,228.0,4,3,4.0,3.0,3.0,0.0,0,0.0,0,1616,1616,5,4.0,1616,0,0,1616,0,0,2,0,3,1,4,7,7,0,0.0,2.0,3,834,3.0,3.0,2,208,59,0,0,0,0,0.0,0.0,0,4,2006,-1,12.189324689160998
60,88.0,14200,3,3,2,7,6,1966,1966,309.0,3,3,3.0,3.0,1.0,2.0,445,0.0,0,479,924,5,4.0,1216,941,0,2157,0,0,2,1,4,1,4,8,7,2,4.0,3.0,2,487,3.0,3.0,2,105,66,0,0,0,0,0.0,4.0,0,5,2006,-1,12.168114584737333
120,35.0,4274,2,3,2,7,5,2006,2007,0.0,4,3,4.0,3.0,1.0,5.0,1106,0.0,0,135,1241,5,4.0,1241,0,0,1241,1,0,1,1,1,1,4,4,7,0,0.0,3.0,2,569,3.0,3.0,2,0,116,0,0,0,0,0.0,0.0,0,11,2007,0,12.205572520488492
20,50.0,5000,3,3,1,1,3,1946,1950,0.0,2,2,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,2.0,334,0,0,334,0,0,1,0,1,1,2,2,7,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,1,2007,-1,8.381620814232674
20,90.0,11988,2,3,2,6,6,1957,1957,0.0,3,3,3.0,3.0,1.0,2.0,777,0.0,0,467,1244,5,3.0,1244,0,0,1244,0,0,1,1,3,1,3,6,7,2,4.0,1.0,1,336,3.0,3.0,2,0,40,0,0,0,0,0.0,0.0,0,5,2007,-1,11.64795133861814
90,35.0,9400,2,3,2,6,5,1975,1975,250.0,3,3,4.0,4.0,4.0,5.0,945,0.0,0,0,945,3,4.0,980,0,0,980,0,2,2,0,4,0,3,4,7,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0.0,0.0,0,10,2006,1,11.990701687795763
90,94.0,9400,3,3,2,6,5,1971,1971,0.0,3,3,3.0,3.0,3.0,0.0,0,0.0,0,912,912,3,4.0,912,912,0,1824,0,0,2,2,4,2,3,8,7,0,0.0,0.0,0,0,0.0,0.0,2,128,0,0,0,0,0,0.0,0.0,0,4,2010,1,12.06757776030147
50,60.0,10440,3,3,2,5,6,1910,1981,0.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,440,440,4,4.0,682,548,0,1230,0,0,1,1,2,1,3,5,7,0,0.0,1.0,2,440,3.0,3.0,2,74,0,128,0,0,0,0.0,3.0,0,5,2009,0,11.608235644774552
20,67.7156862745098,11616,3,3,2,5,5,1962,1962,116.0,3,3,3.0,3.0,1.0,1.0,170,3.0,670,252,1092,3,4.0,1092,0,0,1092,0,1,1,0,3,1,3,6,7,1,1.0,1.0,1,288,3.0,3.0,2,0,20,144,0,0,0,0.0,0.0,0,9,2009,1,12.066611065365965
90,60.0,8544,3,3,2,3,4,1950,1950,0.0,3,3,0.0,0.0,0.0,0.0,0,0.0,0,0,0,4,2.0,1040,0,0,1040,0,0,2,0,2,2,3,6,7,0,0.0,1.0,2,400,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,7,2006,0,11.44571671527678
160,30.0,3000,3,3,2,6,5,2009,2009,76.0,4,3,4.0,3.0,3.0,5.0,294,0.0,0,318,612,5,4.0,612,612,0,1224,0,0,2,1,2,1,4,4,7,0,0.0,2.0,2,528,3.0,3.0,2,0,234,0,0,0,0,0.0,0.0,0,6,2009,-1,11.83850730386707
120,44.0,4224,3,3,2,5,7,1976,1976,0.0,3,3,4.0,3.0,1.0,5.0,840,0.0,0,200,1040,3,4.0,1060,0,0,1060,1,0,1,0,3,1,3,6,7,1,3.0,1.0,2,572,3.0,3.0,2,100,110,0,0,0,0,0.0,0.0,0,6,2007,1,12.004416892809306
20,65.0,8450,3,3,2,7,5,2000,2001,108.0,3,3,4.0,3.0,1.0,0.0,0,0.0,0,1349,1349,5,4.0,1349,0,0,1349,0,0,2,0,3,1,3,6,7,0,0.0,1.0,2,539,3.0,3.0,2,120,55,0,0,0,0,0.0,4.0,0,12,2007,-1,11.890271403789678
30,60.0,7879,3,3,2,4,5,1920,1950,0.0,3,3,3.0,3.0,1.0,2.0,495,0.0,0,225,720,3,3.0,720,0,0,720,0,0,1,0,2,1,3,4,7,0,0.0,0.0,0,0,0.0,0.0,0,0,523,115,0,0,0,0.0,2.0,0,11,2009,0,10.460242108190519
120,36.0,4435,3,3,2,6,5,2003,2003,170.0,4,3,4.0,3.0,3.0,5.0,659,0.0,0,189,848,5,4.0,848,0,0,848,1,0,1,0,1,1,4,3,7,0,0.0,3.0,2,420,3.0,3.0,2,140,0,0,0,0,0,0.0,0.0,0,11,2007,1,12.01891296395691
80,63.515151515151516,10784,2,3,2,7,5,1991,1992,76.0,4,3,4.0,3.0,1.0,0.0,0,0.0,0,384,384,4,4.0,802,670,0,1472,0,0,2,1,3,1,4,7,7,1,3.0,2.0,2,402,3.0,3.0,2,164,0,0,0,0,0,0.0,0.0,0,5,2007,1,12.177408640119898
40,40.0,5400,3,3,2,6,7,1926,2004,0.0,3,4,3.0,3.0,2.0,1.0,370,0.0,0,779,1149,4,3.0,1149,467,0,1616,0,0,2,0,3,1,4,5,7,0,0.0,1.0,1,216,3.0,3.0,2,0,0,183,0,0,0,0.0,0.0,0,10,2007,-1,11.661661143282231
90,60.0,9000,3,3,2,5,5,1974,1974,0.0,3,3,4.0,3.0,1.0,0.0,0,0.0,0,896,896,3,4.0,896,896,0,1792,0,0,2,2,4,2,3,8,7,0,0.0,0.0,0,0,0.0,0.0,2,32,45,0,0,0,0,0.0,0.0,0,9,2009,0,11.820410164718188
60,78.0,11700,3,3,2,6,6,1968,1968,0.0,3,3,3.0,3.0,1.0,2.0,298,0.0,0,429,727,5,4.0,829,727,0,1556,0,0,1,1,4,1,3,8,7,0,0.0,1.0,2,441,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,5,2009,-1,11.683962727239066
50,55.0,8800,3,3,2,4,7,1910,2004,0.0,3,3,3.0,2.0,1.0,0.0,0,0.0,0,576,576,4,4.0,792,348,0,1140,0,0,1,0,3,1,3,7,5,0,0.0,0.0,0,0,0.0,0.0,0,0,160,0,0,0,0,0.0,0.0,0,6,2010,-1,11.036686722591615
20,104.0,11361,3,3,2,6,5,1976,1976,160.0,3,3,4.0,3.0,1.0,4.0,644,0.0,0,549,1193,3,4.0,1523,0,0,1523,0,1,2,0,3,1,3,7,7,1,3.0,3.0,2,478,3.0,3.0,2,0,0,0,0,189,0,0.0,3.0,0,5,2008,1,12.279605008822793
60,80.0,9760,3,3,1,6,6,1964,1964,360.0,3,3,3.0,3.0,4.0,5.0,674,1.0,106,0,780,3,4.0,798,813,0,1611,1,0,1,1,4,1,3,7,7,0,0.0,2.0,2,442,3.0,3.0,2,328,128,0,0,189,0,0.0,0.0,0,6,2008,0,12.031123843065632
20,85.0,11049,3,3,2,8,5,2007,2007,0.0,4,3,5.0,3.0,3.0,0.0,0,0.0,0,1234,1234,5,4.0,1234,0,0,1234,0,0,2,0,3,1,4,7,7,0,0.0,2.0,2,484,3.0,3.0,2,0,30,0,0,0,0,0.0,0.0,0,1,2008,-1,11.883892272519633
60,76.0,9291,2,3,2,6,5,1993,1993,120.0,4,3,4.0,3.0,1.0,5.0,426,0.0,0,406,832,5,4.0,832,878,0,1710,0,0,2,1,3,1,4,7,7,0,0.0,2.0,2,506,3.0,3.0,2,144,70,0,0,0,0,0.0,0.0,0,6,2008,-1,11.93541692027326
60,80.0,9554,2,3,2,8,5,1993,1994,125.0,4,3,4.0,3.0,1.0,5.0,380,0.0,0,397,777,5,4.0,1065,846,0,1911,0,0,2,1,3,1,4,8,7,1,3.0,2.0,2,471,3.0,3.0,2,182,81,0,0,0,0,0.0,0.0,0,9,2006,1,12.426843809260072
60,75.0,9000,3,3,2,8,5,2007,2007,0.0,4,3,4.0,3.0,3.0,5.0,64,0.0,0,1120,1184,5,4.0,1184,1426,0,2610,0,0,2,1,4,1,5,11,7,1,4.0,3.0,2,550,3.0,3.0,2,208,364,0,0,0,0,0.0,0.0,0,8,2007,0,12.623061104072981
20,49.0,8235,2,3,2,5,7,1955,1995,0.0,3,4,3.0,3.0,1.0,1.0,180,2.0,645,0,825,3,4.0,825,0,0,825,1,0,1,0,2,1,3,4,7,0,0.0,2.0,2,720,3.0,3.0,2,140,50,0,0,0,0,0.0,3.0,0,6,2008,1,11.98165925464809
120,61.0,7577,2,3,2,6,5,2005,2006,256.0,4,3,4.0,3.0,3.0,4.0,20,0.0,0,1342,1362,5,4.0,1362,0,0,1362,0,0,2,0,2,1,4,6,7,1,4.0,2.0,2,460,3.0,3.0,2,192,28,0,0,0,0,0.0,0.0,0,6,2007,1,12.347619775978929
20,60.0,10434,3,3,2,4,5,1955,1955,0.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,1005,1005,3,4.0,1005,0,0,1005,0,0,1,0,2,1,2,5,7,1,3.0,1.0,2,672,2.0,2.0,2,0,0,0,0,0,0,0.0,0.0,0,11,2009,1,11.910741359543756
60,84.03980099502488,10832,2,3,2,7,5,1994,1996,0.0,4,3,4.0,3.0,1.0,0.0,0,0.0,0,712,712,5,4.0,1086,809,0,1895,0,0,2,1,3,1,4,7,7,1,3.0,3.0,2,409,3.0,3.0,2,143,46,0,0,0,0,0.0,0.0,500,10,2008,0,12.178187442040638
120,32.0,4500,3,3,2,6,5,1998,1998,116.0,3,3,5.0,3.0,1.0,5.0,897,0.0,0,319,1216,5,4.0,1216,0,0,1216,1,0,2,0,2,1,3,5,7,0,0.0,1.0,2,402,3.0,3.0,2,0,125,0,0,0,0,0.0,0.0,0,5,2006,1,12.202082011711727
20,67.7156862745098,13284,3,3,2,5,5,1954,1954,0.0,3,3,4.0,3.0,2.0,3.0,1064,0.0,0,319,1383,3,4.0,1383,0,0,1383,1,0,1,0,3,1,3,6,7,1,4.0,1.0,1,354,3.0,3.0,2,511,116,0,0,0,0,0.0,4.0,0,6,2008,1,12.208605804527572
60,108.0,14774,2,3,2,9,5,1999,1999,165.0,4,3,4.0,3.0,1.0,0.0,0,0.0,0,1393,1393,5,4.0,1422,1177,0,2599,0,0,2,1,4,1,4,10,7,1,3.0,3.0,3,779,3.0,3.0,2,668,30,0,0,0,0,0.0,0.0,0,5,2010,1,12.817583156447952
20,84.03980099502488,8926,2,3,2,4,3,1956,1956,0.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,672,672,5,3.0,960,0,0,960,0,0,1,0,3,1,3,5,7,0,0.0,1.0,1,288,3.0,3.0,2,64,0,0,0,160,0,0.0,3.0,0,10,2009,-1,11.23709915529246
90,81.0,11841,3,3,2,6,5,1990,1990,104.0,3,4,4.0,3.0,3.0,5.0,816,0.0,0,0,816,3,4.0,816,0,0,816,1,0,1,0,3,1,3,5,7,0,0.0,0.0,0,0,0.0,0.0,2,0,32,0,0,0,0,0.0,0.0,0,5,2007,1,11.938746720919161
60,100.0,13000,3,3,2,6,6,1968,1968,576.0,3,4,4.0,3.0,1.0,2.0,448,0.0,0,448,896,3,4.0,1182,960,0,2142,0,0,2,1,4,1,4,8,7,1,4.0,3.0,1,509,3.0,3.0,2,0,72,0,0,252,0,0.0,0.0,0,6,2009,1,12.33832966197291
20,86.0,11210,2,3,2,7,5,2005,2006,240.0,4,3,4.0,3.0,3.0,5.0,20,0.0,0,1594,1614,5,4.0,1614,0,0,1614,0,0,2,0,3,1,4,7,7,0,0.0,2.0,3,865,3.0,3.0,2,144,59,0,0,0,0,0.0,0.0,0,7,2006,1,12.457305220314241
160,67.7156862745098,2117,3,3,2,6,5,2000,2000,216.0,4,3,4.0,3.0,1.0,5.0,378,0.0,0,378,756,5,4.0,769,804,0,1573,0,0,2,1,3,1,4,5,7,0,0.0,1.0,2,440,3.0,3.0,2,0,32,0,0,0,0,0.0,0.0,0,6,2010,-1,11.871134803927692
120,51.0,3635,3,3,2,7,5,2007,2007,130.0,4,3,4.0,3.0,1.0,4.0,988,0.0,0,398,1386,5,4.0,1569,0,0,1569,0,1,2,0,1,1,4,7,7,1,3.0,2.0,3,660,3.0,3.0,2,143,20,0,0,0,0,0.0,0.0,0,5,2009,-1,11.851850191710392
20,67.7156862745098,6853,2,3,2,8,5,2001,2002,136.0,4,3,5.0,3.0,1.0,5.0,1005,0.0,0,262,1267,5,4.0,1296,0,0,1296,1,0,2,0,2,1,4,6,7,0,0.0,3.0,2,471,3.0,3.0,2,192,25,0,0,0,0,0.0,0.0,0,6,2009,-1,12.125547862677795
20,67.7156862745098,10708,2,3,2,5,5,1955,1993,0.0,4,3,3.0,3.0,1.0,1.0,379,3.0,768,470,1617,5,3.0,1867,0,0,1867,1,0,1,0,2,1,3,7,7,3,4.0,3.0,1,303,3.0,3.0,2,476,0,0,0,142,0,0.0,2.0,0,11,2009,0,12.154779351142624
20,75.0,11310,3,3,2,6,5,1954,1954,0.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,1367,1367,5,4.0,1375,0,0,1375,0,0,1,0,2,1,3,5,7,1,3.0,1.0,2,451,3.0,3.0,2,0,30,0,0,0,0,0.0,0.0,0,6,2006,1,12.06880095681065
20,72.0,10011,2,3,2,5,6,1957,1996,64.0,3,3,3.0,3.0,1.0,3.0,360,0.0,0,710,1070,3,4.0,1236,0,0,1236,0,1,1,0,2,1,4,6,6,1,2.0,1.0,1,447,3.0,3.0,2,0,0,0,0,0,0,0.0,3.0,0,5,2006,-1,11.499749347731091
30,60.0,8400,3,3,2,2,5,1920,1950,0.0,3,3,3.0,2.0,1.0,2.0,290,0.0,0,0,290,3,2.0,438,0,0,438,0,0,1,0,1,1,2,3,7,0,0.0,1.0,1,246,3.0,3.0,0,0,0,0,0,0,0,0.0,0.0,0,1,2009,-1,10.089289392998406
60,96.0,10542,3,3,2,7,5,1993,1994,651.0,4,3,4.0,3.0,4.0,5.0,1173,0.0,0,138,1311,5,4.0,1325,1093,0,2418,1,0,2,1,3,1,4,9,7,1,3.0,2.0,3,983,3.0,3.0,2,250,154,216,0,0,0,0.0,0.0,0,8,2008,-1,12.63096701827387
20,100.0,21750,3,3,1,5,5,1954,1954,0.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,988,988,5,3.0,988,0,0,988,0,0,1,0,2,1,3,4,7,0,0.0,2.0,2,520,3.0,3.0,0,0,0,0,0,0,0,0.0,0.0,0,2,2008,1,11.903283946083166
190,60.0,10800,3,3,2,5,4,1900,1970,0.0,3,2,3.0,2.0,1.0,3.0,664,0.0,0,290,954,3,3.0,1766,648,0,2414,0,0,2,0,3,2,3,10,4,1,4.0,1.0,2,520,3.0,2.0,0,142,0,0,0,0,0,0.0,0.0,0,5,2006,1,12.189369631803565
90,70.0,9842,3,3,2,4,5,1962,1962,0.0,3,3,0.0,0.0,0.0,0.0,0,0.0,0,0,0,3,4.0,1224,0,0,1224,0,0,2,0,2,2,3,6,7,0,0.0,1.0,2,462,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,3,2007,-1,11.075806781740425
50,50.0,6000,3,3,2,5,8,1925,1997,0.0,3,3,3.0,3.0,1.0,0.0,0,0.0,0,884,884,5,4.0,884,464,0,1348,1,0,1,0,3,1,3,5,7,1,2.0,1.0,1,216,3.0,3.0,0,0,0,208,0,0,0,0.0,0.0,0,5,2009,0,11.669929213779893
20,80.0,10386,3,3,2,8,5,2004,2005,246.0,4,3,4.0,3.0,1.0,5.0,1464,0.0,0,536,2000,5,4.0,2000,0,0,2000,1,0,2,0,3,1,4,8,7,0,0.0,3.0,3,888,3.0,3.0,2,168,0,0,0,0,0,0.0,0.0,0,7,2007,-1,12.509071832067205
20,65.0,6768,2,3,2,6,8,1961,1996,0.0,3,4,3.0,3.0,2.0,5.0,832,0.0,0,80,912,4,4.0,912,0,0,912,1,1,1,0,3,1,4,5,7,0,0.0,1.0,1,288,3.0,3.0,2,168,0,0,0,0,0,0.0,4.0,0,5,2008,1,12.089619556718024
85,80.0,8800,3,3,2,6,7,1963,1963,156.0,3,4,3.0,3.0,4.0,5.0,763,0.0,0,173,936,5,4.0,1054,0,0,1054,1,0,1,0,3,1,4,6,7,0,0.0,2.0,2,480,3.0,3.0,2,120,0,0,0,0,0,0.0,3.0,0,5,2010,-1,11.513467798084868
